,Name,Elo,GXE,Glicko-1,usernames,ladder_url,Unnamed: 5
6572,qpalzmxxcd,1499,60.3%,1580 ± 76,qpalzmxxcd,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6573,partm,1499,68.3%,1649 ± 82,partm,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6574,SongGwanSeop,1499,66.5%,1632 ± 80,songgwanseop,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6575,Masuda_810,1499,67.5%,1641 ± 77,masuda810,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6576,Valiant Hearts,1499,66.9%,1636 ± 80,valianthearts,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6577,LineManQ,1499,62.5%,1598 ± 77,linemanq,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6578,tetunotosiya,1499,64.2%,1613 ± 76,tetunotosiya,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6579,Teamtest28377,1499,70.8%,1672 ± 88,teamtest28377,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6580,Origami_poke,1499,62.0%,1594 ± 76,origamipoke,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6581,Yatonokami810,1499,63.3%,1605 ± 79,yatonokami810,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6582,croad22,1499,70.0%,1664 ± 85,croad22,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6583,mjk_probability,1499,64.5%,1615 ± 79,mjkprobability,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6584,IronCorviknight,1499,72.3%,1686 ± 85,ironcorviknight,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6585,caminal,1499,68.1%,1646 ± 77,caminal,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6586,namukunz,1499,59.0%,1570 ± 76,namukunz,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6587,patrashpokebisho,1499,71.3%,1677 ± 87,patrashpokebisho,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6588,blueforest_F,1499,67.1%,1638 ± 81,blueforestf,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6589,dmm games,1499,74.6%,1709 ± 84,dmmgames,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6590,Lena_86,1499,65.0%,1619 ± 76,lena86,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6591,MarioVsLuigi,1499,69.4%,1659 ± 84,mariovsluigi,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6592,cyglory22,1499,66.8%,1635 ± 78,cyglory22,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6593,Hydropoke,1499,66.9%,1636 ± 79,hydropoke,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6594,YakiGamo,1499,54.5%,1535 ± 76,yakigamo,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6595,tokon56,1499,66.9%,1636 ± 76,tokon56,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6596,nikora deep,1499,63.8%,1609 ± 76,nikoradeep,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6597,gpoko,1499,62.4%,1597 ± 76,gpoko,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6598,Sleeptalking,1499,65.8%,1627 ± 79,sleeptalking,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6599,fmjhgj,1499,69.2%,1656 ± 79,fmjhgj,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6600,mikegami,1499,61.8%,1593 ± 77,mikegami,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6601,KoreanMafiaKiby,1499,67.1%,1637 ± 79,koreanmafiakiby,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6602,knjnportz,1499,60.2%,1580 ± 78,knjnportz,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6603,MNG_Yoru,1499,62.6%,1600 ± 76,mngyoru,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6604,QhtclWkd,1499,67.3%,1640 ± 83,qhtclwkd,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6605,Akane22th,1499,73.3%,1695 ± 76,akane22th,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6606,LOSTCOLOR,1499,65.8%,1626 ± 77,lostcolor,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6607,slranjgkwl,1499,66.5%,1632 ± 80,slranjgkwl,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6608,Shejwkwk,1499,63.1%,1604 ± 77,shejwkwk,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6609,Shehwkwk,1499,71.6%,1679 ± 86,shehwkwk,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6610,MIHONARU,1499,58.3%,1565 ± 77,mihonaru,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6611,Eyeglasses,1499,68.0%,1646 ± 78,eyeglasses,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6612,essicuas,1499,62.3%,1597 ± 76,essicuas,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6613,Tachipoyo,1499,69.7%,1661 ± 78,tachipoyo,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6614,Testteam2048,1499,66.8%,1635 ± 79,testteam2048,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6615,krkmt,1499,75.3%,1716 ± 82,krkmt,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6616,Budopk,1499,60.4%,1581 ± 82,budopk,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6617,chiffon23,1499,71.6%,1679 ± 77,chiffon23,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6618,yutdfiybk,1499,58.6%,1567 ± 76,yutdfiybk,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6619,IronLapras,1493,66.4%,1632 ± 83,ironlapras,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6620,sub1127,1492,65.4%,1623 ± 78,sub1127,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6621,HotHotLGL,1487,64.8%,1618 ± 82,hothotlgl,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6622,Huyuka,1484,65.2%,1622 ± 83,huyuka,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
6623,SUTADON,1484,54.5%,1535 ± 76,sutadon,https://pokemonshowdown.com/ladder/gen9battlestadiumsingles,
